weather_id,accident_id,date,latitude,longitude,temperature_avg,temperature_min,temperature_max,wind_speed_avg,wind_speed_max,precipitation_total,visibility_avg,cloud_cover_avg
29759,749.0,1997-11-09,39.7528,-105.3614,-7.38,-9.9,-5.4,6.56,11.0,7.5,,99.17
29760,749.0,1997-11-10,39.7528,-105.3614,-8.55,-13.6,-1.2,4.33,10.2,0.8,,54.92
29761,749.0,1997-11-11,39.7528,-105.3614,-9.7,-11.3,-7.2,6.05,11.5,0.7,,95.04
29762,750.0,1997-12-26,43.1939,-71.5724,1.88,-0.9,5.5,12.83,17.7,0.0,,46.12
29763,750.0,1997-12-27,43.1939,-71.5724,-0.67,-3.3,2.7,9.06,12.7,0.0,,80.88
29764,750.0,1997-12-28,43.1939,-71.5724,-6.33,-15.6,-0.9,12.68,15.9,0.1,,39.17
29765,750.0,1997-12-29,43.1939,-71.5724,-7.46,-18.4,1.2,9.29,23.7,2.8,,94.21
29766,750.0,1997-12-30,43.1939,-71.5724,1.15,-3.7,3.7,20.3,24.9,13.2,,93.46
29767,750.0,1997-12-31,43.1939,-71.5724,-9.15,-18.0,-3.6,17.28,20.6,0.0,,68.96
29768,752.0,1997-12-26,36.7783,-119.4179,3.98,-0.4,10.1,3.45,7.2,0.0,,0.0
29769,752.0,1997-12-27,36.7783,-119.4179,4.22,0.0,9.6,4.08,8.2,0.0,,0.0
29770,752.0,1997-12-28,36.7783,-119.4179,6.62,1.1,14.1,3.32,6.5,0.0,,0.0
29771,752.0,1997-12-29,36.7783,-119.4179,8.18,2.4,15.8,3.45,6.5,0.0,,72.79
29772,752.0,1997-12-30,36.7783,-119.4179,9.7,3.6,17.4,3.24,5.2,0.0,,87.25
29773,752.0,1997-12-31,36.7783,-119.4179,11.89,6.8,20.1,3.6,6.4,0.0,,61.42
29774,753.0,1997-12-26,41.7333,-74.1833,2.53,-0.3,5.5,11.11,15.5,0.1,,68.46
29775,753.0,1997-12-27,41.7333,-74.1833,-0.49,-3.6,1.7,6.81,11.3,0.6,,94.25
29776,753.0,1997-12-28,41.7333,-74.1833,-2.35,-4.8,0.0,8.76,13.1,0.0,,44.42
29777,753.0,1997-12-29,41.7333,-74.1833,-1.5,-5.7,1.5,9.39,20.8,18.2,,99.54
29778,753.0,1997-12-30,41.7333,-74.1833,0.12,-1.7,2.2,15.7,25.1,8.3,,99.67
29779,753.0,1997-12-31,41.7333,-74.1833,-7.48,-14.3,-2.4,14.77,18.7,0.0,,44.42
29780,754.0,1997-12-26,40.3428,-105.6836,-15.22,-21.4,-8.2,8.4,12.7,0.0,,25.46
29781,754.0,1997-12-27,40.3428,-105.6836,-12.65,-15.1,-6.6,16.17,22.0,2.6,,65.75
29782,754.0,1997-12-28,40.3428,-105.6836,-12.85,-16.1,-10.1,16.05,20.2,0.4,,88.08
29783,754.0,1997-12-29,40.3428,-105.6836,-5.05,-8.9,-2.2,17.47,26.3,0.5,,88.62
29784,754.0,1997-12-30,40.3428,-105.6836,-3.67,-8.6,-0.4,13.66,18.8,0.0,,58.54
29785,754.0,1997-12-31,40.3428,-105.6836,-5.11,-9.6,1.6,10.4,11.7,0.0,,40.92
29786,755.0,1997-12-26,50.7333,-116.75,-11.37,-14.9,-8.7,5.92,7.6,2.2,,96.79
29787,755.0,1997-12-27,50.7333,-116.75,-10.49,-11.8,-8.6,6.39,7.6,1.5,,94.08
29788,755.0,1997-12-28,50.7333,-116.75,-8.0,-10.0,-5.7,6.51,7.6,3.3,,99.67
29789,755.0,1997-12-29,50.7333,-116.75,-3.93,-6.0,-2.0,6.2,7.9,8.7,,99.33
29790,755.0,1997-12-30,50.7333,-116.75,-2.97,-4.4,-1.7,4.64,6.4,0.0,,97.29
29791,755.0,1997-12-31,50.7333,-116.75,-3.2,-4.3,-2.0,6.54,7.6,0.3,,93.92
29792,756.0,1997-12-26,50.7333,-116.75,-11.37,-14.9,-8.7,5.92,7.6,2.2,,96.79
29793,756.0,1997-12-27,50.7333,-116.75,-10.49,-11.8,-8.6,6.39,7.6,1.5,,94.08
29794,756.0,1997-12-28,50.7333,-116.75,-8.0,-10.0,-5.7,6.51,7.6,3.3,,99.67
29795,756.0,1997-12-29,50.7333,-116.75,-3.93,-6.0,-2.0,6.2,7.9,8.7,,99.33
29796,756.0,1997-12-30,50.7333,-116.75,-2.97,-4.4,-1.7,4.64,6.4,0.0,,97.29
29797,756.0,1997-12-31,50.7333,-116.75,-3.2,-4.3,-2.0,6.54,7.6,0.3,,93.92
29798,757.0,1997-12-26,50.7333,-116.75,-11.37,-14.9,-8.7,5.92,7.6,2.2,,96.79
29799,757.0,1997-12-27,50.7333,-116.75,-10.49,-11.8,-8.6,6.39,7.6,1.5,,94.08
29800,757.0,1997-12-28,50.7333,-116.75,-8.0,-10.0,-5.7,6.51,7.6,3.3,,99.67
29801,757.0,1997-12-29,50.7333,-116.75,-3.93,-6.0,-2.0,6.2,7.9,8.7,,99.33
29802,757.0,1997-12-30,50.7333,-116.75,-2.97,-4.4,-1.7,4.64,6.4,0.0,,97.29
29803,757.0,1997-12-31,50.7333,-116.75,-3.2,-4.3,-2.0,6.54,7.6,0.3,,93.92
29804,758.0,1997-12-26,40.3428,-105.6836,-15.22,-21.4,-8.2,8.4,12.7,0.0,,25.46
29805,758.0,1997-12-27,40.3428,-105.6836,-12.65,-15.1,-6.6,16.17,22.0,2.6,,65.75
29806,758.0,1997-12-28,40.3428,-105.6836,-12.85,-16.1,-10.1,16.05,20.2,0.4,,88.08
29807,758.0,1997-12-29,40.3428,-105.6836,-5.05,-8.9,-2.2,17.47,26.3,0.5,,88.62
29808,758.0,1997-12-30,40.3428,-105.6836,-3.67,-8.6,-0.4,13.66,18.8,0.0,,58.54
29809,758.0,1997-12-31,40.3428,-105.6836,-5.11,-9.6,1.6,10.4,11.7,0.0,,40.92
29810,759.0,1998-01-15,37.847519,-107.8955713,-9.36,-15.3,-4.2,5.57,8.4,0.5,,78.29
29811,759.0,1998-01-16,37.847519,-107.8955713,-7.06,-9.0,-4.0,5.72,13.0,1.1,,77.17
29812,759.0,1998-01-17,37.847519,-107.8955713,-5.78,-9.5,-1.3,7.38,14.4,0.0,,75.38
29813,759.0,1998-01-18,37.847519,-107.8955713,-6.01,-9.4,-0.7,5.84,8.2,0.0,,48.29
29814,759.0,1998-01-19,37.847519,-107.8955713,-7.8,-12.4,-3.3,12.92,21.5,7.3,,92.88
29815,759.0,1998-01-20,37.847519,-107.8955713,-12.44,-17.6,-8.9,7.11,14.2,1.9,,33.33
29816,760.0,1998-02-23,39.801488,-105.7934259,-11.48,-16.1,-6.4,7.93,15.9,2.3,,80.79
29817,760.0,1998-02-24,39.801488,-105.7934259,-9.6,-16.7,-3.4,10.6,21.2,3.5,,79.46
29818,760.0,1998-02-25,39.801488,-105.7934259,-13.99,-18.2,-9.8,18.95,27.1,3.2,,97.54
29819,760.0,1998-02-26,39.801488,-105.7934259,-19.17,-21.8,-15.7,14.72,19.6,0.0,,79.25
29820,760.0,1998-02-27,39.801488,-105.7934259,-21.18,-24.7,-17.5,14.34,21.2,0.0,,87.0
29821,760.0,1998-02-28,39.801488,-105.7934259,-21.84,-25.8,-17.2,15.56,22.5,0.0,,69.29
29822,761.0,1998-03-02,39.1620368,-106.8269073,-13.05,-18.8,-7.1,5.41,11.1,0.0,,84.33
29823,761.0,1998-03-03,39.1620368,-106.8269073,-9.22,-14.8,-2.7,8.42,17.7,1.2,,63.12
29824,761.0,1998-03-04,39.1620368,-106.8269073,-8.65,-11.0,-5.2,9.55,21.4,5.8,,86.54
29825,761.0,1998-03-05,39.1620368,-106.8269073,-9.75,-13.0,-5.2,8.38,19.8,0.5,,79.83
29826,761.0,1998-03-06,39.1620368,-106.8269073,-7.94,-12.5,-2.9,7.65,12.0,7.2,,95.42
29827,761.0,1998-03-07,39.1620368,-106.8269073,-10.07,-15.8,-5.3,6.21,10.7,4.3,,88.04
29828,762.0,1998-03-26,39.8344398,-105.648669,-2.32,-7.7,3.4,6.33,13.4,7.5,,62.33
29829,762.0,1998-03-27,39.8344398,-105.648669,-3.23,-7.6,0.9,10.2,17.4,1.8,,64.46
29830,762.0,1998-03-28,39.8344398,-105.648669,-5.17,-10.3,0.4,7.98,16.6,1.8,,72.0
29831,762.0,1998-03-29,39.8344398,-105.648669,-7.68,-11.5,-3.7,7.25,13.0,2.8,,67.42
29832,762.0,1998-03-30,39.8344398,-105.648669,-13.19,-18.0,-9.1,5.28,7.9,0.3,,84.96
29833,762.0,1998-03-31,39.8344398,-105.648669,-10.37,-14.6,-4.7,14.88,23.4,2.3,,59.29
29834,763.0,1998-04-13,39.8015646,-105.7934661,-8.04,-11.6,-3.9,9.17,15.5,1.7,,80.5
29835,763.0,1998-04-14,39.8015646,-105.7934661,-9.66,-13.4,-5.6,5.64,9.4,3.7,,65.92
29836,763.0,1998-04-15,39.8015646,-105.7934661,-11.92,-17.6,-8.0,7.59,11.9,7.3,,63.58
29837,763.0,1998-04-16,39.8015646,-105.7934661,-12.06,-14.9,-8.6,9.2,13.9,3.4,,99.5
29838,763.0,1998-04-17,39.8015646,-105.7934661,-11.22,-15.2,-6.7,7.59,12.0,3.2,,89.29
29839,763.0,1998-04-18,39.8015646,-105.7934661,-11.53,-15.0,-7.3,7.49,15.2,1.5,,64.17
29840,766.0,1998-01-19,39.321,-111.0937,-5.91,-12.9,-2.3,6.02,12.3,3.6,,58.75
29841,766.0,1998-01-20,39.321,-111.0937,-12.18,-15.9,-5.9,8.35,13.3,0.0,,31.54
29842,766.0,1998-01-21,39.321,-111.0937,-13.77,-17.9,-6.7,7.89,10.6,0.0,,21.25
29843,766.0,1998-01-22,39.321,-111.0937,-12.01,-18.8,-3.7,6.01,10.0,0.0,,57.38
29844,766.0,1998-01-23,39.321,-111.0937,-7.52,-12.4,-1.2,6.04,9.3,0.0,,48.79
29845,766.0,1998-01-24,39.321,-111.0937,-6.04,-11.5,1.1,4.92,9.2,0.0,,63.17
29846,767.0,1998-02-02,36.1357,-115.4274,7.84,4.9,11.5,7.06,11.7,4.2,,95.83
29847,767.0,1998-02-03,36.1357,-115.4274,8.22,4.1,14.2,13.93,25.8,9.7,,98.12
29848,767.0,1998-02-04,36.1357,-115.4274,4.85,2.1,8.7,7.88,10.9,7.0,,57.75
29849,767.0,1998-02-05,36.1357,-115.4274,5.07,-1.1,10.1,5.8,10.1,0.0,,29.21
29850,767.0,1998-02-06,36.1357,-115.4274,5.53,2.3,8.8,9.24,18.6,8.3,,90.88
29851,767.0,1998-02-07,36.1357,-115.4274,5.12,0.1,9.1,7.61,11.6,2.2,,69.38
29852,769.0,1998-02-24,40.3428,-105.6836,-3.33,-9.9,3.3,8.11,19.5,0.6,,91.17
29853,769.0,1998-02-25,40.3428,-105.6836,-7.6,-11.4,-4.4,18.2,27.0,5.8,,99.62
29854,769.0,1998-02-26,40.3428,-105.6836,-13.11,-16.4,-9.8,13.71,20.5,0.0,,79.62
29855,769.0,1998-02-27,40.3428,-105.6836,-15.13,-18.9,-11.0,12.8,21.0,0.0,,87.54
29856,769.0,1998-02-28,40.3428,-105.6836,-15.47,-19.4,-10.7,14.01,23.3,0.0,,77.17
29857,769.0,1998-03-01,40.3428,-105.6836,-14.3,-18.9,-8.3,14.32,22.7,0.0,,61.67
29858,773.0,1998-03-29,45.3736,-121.696,-14.47,-19.0,-9.6,5.95,11.1,0.0,,15.92
29859,773.0,1998-03-30,45.3736,-121.696,-14.05,-18.1,-9.6,7.04,11.2,3.9,,94.0
29860,773.0,1998-03-31,45.3736,-121.696,-13.07,-15.2,-10.3,4.52,8.5,1.5,,95.33
29861,773.0,1998-04-01,45.3736,-121.696,-13.03,-18.6,-8.4,3.92,10.0,0.0,,68.67
29862,773.0,1998-04-02,45.3736,-121.696,-12.85,-17.0,-9.1,4.14,7.9,0.4,,89.38
29863,773.0,1998-04-03,45.3736,-121.696,-12.35,-14.1,-9.5,3.29,6.5,5.1,,93.71
29864,774.0,1998-03-31,34.0489,-111.0937,-1.04,-11.1,6.7,5.39,10.2,0.0,,15.04
29865,774.0,1998-04-01,34.0489,-111.0937,-0.85,-7.3,8.1,8.74,26.0,9.0,,46.92
29866,774.0,1998-04-02,34.0489,-111.0937,-0.56,-6.0,4.7,6.0,11.4,1.0,,61.46
29867,774.0,1998-04-03,34.0489,-111.0937,2.77,-9.4,13.6,7.66,12.6,0.0,,1.12
29868,774.0,1998-04-04,34.0489,-111.0937,6.55,1.5,10.9,8.88,16.0,0.0,,4.46
29869,774.0,1998-04-05,34.0489,-111.0937,5.37,-2.2,12.7,7.38,14.2,0.0,,11.29
29870,775.0,1998-04-10,47.7511,-120.7401,3.45,1.4,5.8,3.0,4.6,10.6,,93.96
29871,775.0,1998-04-11,47.7511,-120.7401,2.25,-1.6,5.5,5.75,13.0,3.2,,75.42
29872,775.0,1998-04-12,47.7511,-120.7401,1.99,-2.0,5.6,5.55,8.5,1.0,,81.92
29873,775.0,1998-04-13,47.7511,-120.7401,3.95,0.8,8.2,3.98,6.7,0.2,,91.5
29874,775.0,1998-04-14,47.7511,-120.7401,4.22,-0.1,8.9,5.04,8.1,0.2,,40.04
29875,775.0,1998-04-15,47.7511,-120.7401,4.05,0.1,9.1,8.42,12.8,0.1,,28.62
29876,777.0,1998-04-20,47.7511,-120.7401,7.74,3.6,12.3,3.87,8.7,0.0,,69.21
29877,777.0,1998-04-21,47.7511,-120.7401,9.66,2.4,16.0,3.88,5.7,0.0,,83.33
29878,777.0,1998-04-22,47.7511,-120.7401,10.58,6.1,16.3,2.94,4.7,0.1,,95.42
29879,777.0,1998-04-23,47.7511,-120.7401,8.48,3.4,14.0,4.99,9.1,6.9,,94.0
29880,777.0,1998-04-24,47.7511,-120.7401,3.98,-0.1,7.0,11.81,17.9,0.2,,57.75
29881,777.0,1998-04-25,47.7511,-120.7401,3.98,-0.5,9.0,9.7,13.8,0.0,,69.33
29882,778.0,1998-04-26,36.1357,-115.4274,13.61,7.3,19.1,13.28,20.5,0.0,,0.0
29883,778.0,1998-04-27,36.1357,-115.4274,16.4,8.1,22.4,7.45,10.8,0.0,,0.29
29884,778.0,1998-04-28,36.1357,-115.4274,18.28,11.3,23.7,8.53,14.7,0.0,,12.29
29885,778.0,1998-04-29,36.1357,-115.4274,19.46,13.0,24.1,5.98,11.7,0.0,,15.62
29886,778.0,1998-04-30,36.1357,-115.4274,21.17,15.1,26.8,7.5,13.7,0.0,,22.04
29887,778.0,1998-05-01,36.1357,-115.4274,19.77,11.1,26.4,9.97,17.3,0.0,,0.0
29888,779.0,1998-05-02,39.321,-111.0937,6.69,-2.0,13.9,8.05,13.8,0.0,,11.42
29889,779.0,1998-05-03,39.321,-111.0937,5.81,-2.6,14.4,8.5,12.5,0.0,,4.92
29890,779.0,1998-05-04,39.321,-111.0937,4.65,0.0,11.4,8.29,15.2,2.9,,31.42
29891,779.0,1998-05-05,39.321,-111.0937,3.73,-2.6,9.5,7.31,13.6,2.2,,48.58
29892,779.0,1998-05-06,39.321,-111.0937,2.75,-3.7,7.9,5.28,7.3,3.4,,59.96
29893,779.0,1998-05-07,39.321,-111.0937,4.1,-2.4,10.2,6.33,8.2,0.2,,23.38
29894,780.0,1998-05-13,45.3736,-121.696,-8.92,-10.7,-6.6,12.13,16.2,5.4,,95.46
29895,780.0,1998-05-14,45.3736,-121.696,-10.9,-12.7,-8.6,14.36,18.4,8.9,,95.54
29896,780.0,1998-05-15,45.3736,-121.696,-10.48,-13.5,-6.4,7.24,9.8,5.2,,89.0
29897,780.0,1998-05-16,45.3736,-121.696,-11.53,-12.8,-9.6,5.17,9.5,8.7,,99.75
29898,780.0,1998-05-17,45.3736,-121.696,-10.63,-12.7,-7.6,13.05,18.8,7.9,,95.04
29899,780.0,1998-05-18,45.3736,-121.696,-7.42,-12.2,-2.3,4.39,9.3,0.0,,60.62
29900,781.0,1998-05-15,46.8523,-121.7603,-18.22,-21.3,-14.8,5.48,7.8,4.0,,65.58
29901,781.0,1998-05-16,46.8523,-121.7603,-17.55,-23.4,-12.8,4.0,6.4,4.3,,97.42
29902,781.0,1998-05-17,46.8523,-121.7603,-16.71,-18.3,-14.7,6.99,9.9,7.5,,99.92
29903,781.0,1998-05-18,46.8523,-121.7603,-15.8,-19.3,-11.7,4.76,5.9,0.7,,75.71
29904,781.0,1998-05-19,46.8523,-121.7603,-15.27,-21.4,-10.1,4.62,8.3,4.6,,77.54
29905,781.0,1998-05-20,46.8523,-121.7603,-13.61,-18.4,-10.2,4.3,5.5,12.4,,100.0
29906,782.0,1998-05-17,63.0695,-151.0074,-29.65,-32.9,-26.5,3.15,4.2,0.0,,84.04
29907,782.0,1998-05-18,63.0695,-151.0074,-27.77,-29.3,-26.0,2.59,3.5,2.5,,99.5
29908,782.0,1998-05-19,63.0695,-151.0074,-30.82,-35.0,-29.5,3.02,4.7,3.1,,82.58
29909,782.0,1998-05-20,63.0695,-151.0074,-33.4,-35.5,-31.0,1.7,2.9,1.2,,88.58
29910,782.0,1998-05-21,63.0695,-151.0074,-31.93,-34.7,-29.2,1.65,2.4,2.8,,87.12
29911,782.0,1998-05-22,63.0695,-151.0074,-27.79,-30.0,-25.4,1.89,4.8,8.9,,96.58
29912,783.0,1998-05-21,37.8651,-119.5383,-1.05,-5.2,2.4,5.88,13.0,0.1,,58.04
29913,783.0,1998-05-22,37.8651,-119.5383,0.95,-5.8,6.8,5.47,8.6,0.0,,37.62
29914,783.0,1998-05-23,37.8651,-119.5383,2.35,-2.0,6.1,4.6,9.0,1.6,,72.79
29915,783.0,1998-05-24,37.8651,-119.5383,3.0,-3.2,8.5,4.62,8.7,0.0,,45.62
29916,783.0,1998-05-25,37.8651,-119.5383,0.21,-3.2,2.2,8.81,12.7,10.2,,98.04
29917,783.0,1998-05-26,37.8651,-119.5383,-3.79,-6.8,-1.8,9.74,17.1,3.6,,77.79
29918,784.0,1998-05-22,63.0695,-151.0074,-27.79,-30.0,-25.4,1.89,4.8,8.9,,96.58
29919,784.0,1998-05-23,63.0695,-151.0074,-30.81,-33.4,-29.5,3.95,6.0,8.7,,64.83
29920,784.0,1998-05-24,63.0695,-151.0074,-30.45,-34.0,-27.4,0.92,1.6,0.0,,62.83
29921,784.0,1998-05-25,63.0695,-151.0074,-26.48,-28.5,-24.8,1.5,3.2,0.2,,79.42
29922,784.0,1998-05-26,63.0695,-151.0074,-27.23,-28.8,-25.2,3.55,4.5,1.0,,90.54
29923,784.0,1998-05-27,63.0695,-151.0074,-24.47,-27.6,-21.7,3.56,4.8,0.9,,98.25
29924,785.0,1998-05-23,37.8651,-119.5383,2.35,-2.0,6.1,4.6,9.0,1.6,,72.79
29925,785.0,1998-05-24,37.8651,-119.5383,3.0,-3.2,8.5,4.62,8.7,0.0,,45.62
29926,785.0,1998-05-25,37.8651,-119.5383,0.21,-3.2,2.2,8.81,12.7,10.2,,98.04
29927,785.0,1998-05-26,37.8651,-119.5383,-3.79,-6.8,-1.8,9.74,17.1,3.6,,77.79
29928,785.0,1998-05-27,37.8651,-119.5383,-1.81,-8.4,3.6,6.36,15.3,0.0,,46.04
29929,785.0,1998-05-28,37.8651,-119.5383,-0.29,-5.7,4.8,8.9,19.5,23.6,,58.88
29930,786.0,1998-05-23,63.0695,-151.0074,-30.81,-33.4,-29.5,3.95,6.0,8.7,,64.83
29931,786.0,1998-05-24,63.0695,-151.0074,-30.45,-34.0,-27.4,0.92,1.6,0.0,,62.83
29932,786.0,1998-05-25,63.0695,-151.0074,-26.48,-28.5,-24.8,1.5,3.2,0.2,,79.42
29933,786.0,1998-05-26,63.0695,-151.0074,-27.23,-28.8,-25.2,3.55,4.5,1.0,,90.54
29934,786.0,1998-05-27,63.0695,-151.0074,-24.47,-27.6,-21.7,3.56,4.8,0.9,,98.25
29935,786.0,1998-05-28,63.0695,-151.0074,-25.88,-26.6,-24.8,2.67,3.9,0.0,,82.96
29936,787.0,1998-05-25,63.0695,-151.0074,-26.48,-28.5,-24.8,1.5,3.2,0.2,,79.42
29937,787.0,1998-05-26,63.0695,-151.0074,-27.23,-28.8,-25.2,3.55,4.5,1.0,,90.54
29938,787.0,1998-05-27,63.0695,-151.0074,-24.47,-27.6,-21.7,3.56,4.8,0.9,,98.25
29939,787.0,1998-05-28,63.0695,-151.0074,-25.88,-26.6,-24.8,2.67,3.9,0.0,,82.96
29940,787.0,1998-05-29,63.0695,-151.0074,-25.05,-27.7,-22.5,1.08,1.5,0.0,,33.92
29941,787.0,1998-05-30,63.0695,-151.0074,-25.16,-27.2,-23.5,3.84,5.4,7.1,,97.46
29942,789.0,1998-05-29,63.0695,-151.0074,-25.05,-27.7,-22.5,1.08,1.5,0.0,,33.92
29943,789.0,1998-05-30,63.0695,-151.0074,-25.16,-27.2,-23.5,3.84,5.4,7.1,,97.46
29944,789.0,1998-05-31,63.0695,-151.0074,-27.88,-28.6,-27.1,4.02,5.1,2.0,,91.54
29945,789.0,1998-06-01,63.0695,-151.0074,-27.95,-29.7,-26.3,3.06,4.8,5.3,,99.12
29946,789.0,1998-06-02,63.0695,-151.0074,-28.12,-29.3,-26.9,0.76,1.5,0.0,,65.92
29947,789.0,1998-06-03,63.0695,-151.0074,-27.27,-29.8,-24.9,0.44,0.8,0.0,,83.33
29948,790.0,1998-05-31,62.9804,-151.0984,-6.38,-7.1,-5.6,4.02,5.1,2.0,,91.54
29949,790.0,1998-06-01,62.9804,-151.0984,-6.47,-8.0,-5.2,3.06,4.8,5.3,,99.12
29950,790.0,1998-06-02,62.9804,-151.0984,-6.46,-7.5,-5.2,0.76,1.5,0.0,,65.92
29951,790.0,1998-06-03,62.9804,-151.0984,-4.94,-7.6,-2.9,0.44,0.8,0.0,,83.33
29952,790.0,1998-06-04,62.9804,-151.0984,-4.45,-5.2,-3.3,1.84,3.3,2.7,,91.79
29953,790.0,1998-06-05,62.9804,-151.0984,-3.82,-4.9,-3.1,3.28,4.8,4.1,,98.92
29954,791.0,1998-05-31,43.7763,-110.8219,2.93,-4.7,9.1,7.25,12.8,0.7,,33.46
29955,791.0,1998-06-01,43.7763,-110.8219,4.44,-1.4,10.2,10.32,19.4,1.2,,31.21
29956,791.0,1998-06-02,43.7763,-110.8219,5.15,-1.4,11.0,7.46,11.3,3.7,,45.21
29957,791.0,1998-06-03,43.7763,-110.8219,2.93,-0.3,6.9,3.89,6.5,12.0,,85.12
29958,791.0,1998-06-04,43.7763,-110.8219,0.27,-2.0,1.9,4.85,7.1,19.7,,97.21
29959,791.0,1998-06-05,43.7763,-110.8219,1.02,-4.1,6.1,4.96,8.3,1.3,,57.12
29960,792.0,1998-06-01,44.3672,-121.1406,15.06,5.7,22.6,8.73,16.1,0.0,,14.75
29961,792.0,1998-06-02,44.3672,-121.1406,13.13,9.1,18.1,6.55,17.0,0.7,,47.42
29962,792.0,1998-06-03,44.3672,-121.1406,13.17,7.6,18.4,9.85,17.0,0.1,,32.38
29963,792.0,1998-06-04,44.3672,-121.1406,13.01,8.1,17.5,7.7,11.8,0.2,,33.46
29964,792.0,1998-06-05,44.3672,-121.1406,14.34,7.4,19.4,5.17,12.6,0.6,,16.92
29965,792.0,1998-06-06,44.3672,-121.1406,15.25,9.2,19.9,5.46,10.8,0.0,,22.25
29966,793.0,1998-06-05,45.3736,-121.696,-1.65,-6.3,3.7,5.37,8.9,0.0,,38.5
29967,793.0,1998-06-06,45.3736,-121.696,0.05,-5.9,5.6,3.72,6.9,0.1,,52.83
29968,793.0,1998-06-07,45.3736,-121.696,-0.09,-3.8,3.9,4.33,10.1,7.5,,81.29
29969,793.0,1998-06-08,45.3736,-121.696,-0.96,-4.4,2.8,6.96,9.2,0.5,,73.67
29970,793.0,1998-06-09,45.3736,-121.696,-0.06,-4.0,4.5,10.42,17.3,0.0,,82.04
29971,793.0,1998-06-10,45.3736,-121.696,-4.73,-5.6,-3.2,8.98,11.7,9.0,,90.12
29972,794.0,1998-06-09,46.8523,-121.7603,-8.13,-11.4,-4.3,5.58,11.3,0.2,,85.04
29973,794.0,1998-06-10,46.8523,-121.7603,-12.15,-13.4,-10.5,5.3,7.2,10.9,,99.83
29974,794.0,1998-06-11,46.8523,-121.7603,-9.35,-11.5,-7.4,5.93,9.7,0.0,,64.04
29975,794.0,1998-06-12,46.8523,-121.7603,-7.08,-12.3,-2.0,6.7,10.9,0.0,,30.46
29976,794.0,1998-06-13,46.8523,-121.7603,-9.31,-11.9,-7.4,7.64,10.5,0.0,,87.88
29977,794.0,1998-06-14,46.8523,-121.7603,-8.67,-12.4,-3.3,6.45,10.6,0.1,,91.83
29978,795.0,1998-06-10,37.8651,-119.5383,3.2,0.4,5.4,3.2,6.0,7.5,,95.29
29979,795.0,1998-06-11,37.8651,-119.5383,3.04,-0.2,5.8,4.47,8.3,5.7,,76.04
29980,795.0,1998-06-12,37.8651,-119.5383,3.23,-0.1,6.9,5.29,8.0,5.5,,95.04
29981,795.0,1998-06-13,37.8651,-119.5383,5.82,1.8,10.0,3.84,6.4,0.0,,47.79
29982,795.0,1998-06-14,37.8651,-119.5383,7.43,1.6,12.3,5.74,9.2,0.0,,10.71
29983,795.0,1998-06-15,37.8651,-119.5383,8.55,4.2,13.1,6.27,9.8,0.0,,28.46
29984,796.0,1998-06-11,63.0695,-151.0074,-27.85,-28.9,-26.8,3.55,4.7,2.9,,98.67
29985,796.0,1998-06-12,63.0695,-151.0074,-28.11,-29.0,-27.5,3.35,4.6,5.0,,97.88
29986,796.0,1998-06-13,63.0695,-151.0074,-29.2,-30.5,-28.1,2.34,3.9,1.5,,63.58
29987,796.0,1998-06-14,63.0695,-151.0074,-28.41,-30.8,-26.5,2.53,3.7,1.5,,89.88
29988,796.0,1998-06-15,63.0695,-151.0074,-27.62,-29.4,-25.7,1.19,2.1,0.0,,68.58
29989,796.0,1998-06-16,63.0695,-151.0074,-27.6,-29.6,-25.5,1.09,2.4,0.1,,38.0
29990,797.0,1998-06-17,43.7904,-110.6818,5.13,0.7,8.9,7.36,10.9,2.9,,70.42
29991,797.0,1998-06-18,43.7904,-110.6818,7.17,0.6,13.0,8.31,13.4,4.4,,62.62
29992,797.0,1998-06-19,43.7904,-110.6818,7.01,4.2,10.1,9.68,21.9,13.2,,58.75
29993,797.0,1998-06-20,43.7904,-110.6818,7.3,1.7,11.5,5.61,12.6,1.5,,24.17
29994,797.0,1998-06-21,43.7904,-110.6818,8.76,0.4,14.0,4.95,9.1,0.5,,28.29
29995,797.0,1998-06-22,43.7904,-110.6818,9.3,2.0,15.6,5.99,9.9,3.0,,56.58
29996,798.0,1998-06-19,43.7904,-110.6818,7.01,4.2,10.1,9.68,21.9,13.2,,58.75
29997,798.0,1998-06-20,43.7904,-110.6818,7.3,1.7,11.5,5.61,12.6,1.5,,24.17
29998,798.0,1998-06-21,43.7904,-110.6818,8.76,0.4,14.0,4.95,9.1,0.5,,28.29
29999,798.0,1998-06-22,43.7904,-110.6818,9.3,2.0,15.6,5.99,9.9,3.0,,56.58
30000,798.0,1998-06-23,43.7904,-110.6818,8.02,3.9,12.3,6.63,10.9,10.0,,85.46
30001,798.0,1998-06-24,43.7904,-110.6818,8.62,2.9,12.8,8.09,13.6,4.1,,77.33
30002,799.0,1998-06-22,52.2,-117.2833,8.48,3.9,12.3,4.12,6.8,3.3,,55.75
30003,799.0,1998-06-23,52.2,-117.2833,7.23,3.5,10.2,5.81,8.3,6.0,,72.08
30004,799.0,1998-06-24,52.2,-117.2833,5.99,3.6,8.8,7.09,10.6,3.9,,91.46
30005,799.0,1998-06-25,52.2,-117.2833,5.28,2.2,8.5,4.27,5.7,5.3,,87.25
30006,799.0,1998-06-26,52.2,-117.2833,3.43,1.4,5.7,4.84,6.8,15.0,,94.25
