accident_id,source,source_id,date,latitude,longitude,state,location_name,route_name,route_grade,accident_type,activity,severity,fatalities,injuries,description
1147,avalanche,9bb27279-5bad-4d79-8022-bb7b87789a73,2011-12-30,37.8988104,-107.7123176,CO,Red Mountain Pass,,,avalanche,backcountry_skiing,minor,0,1,
1148,avalanche,a974b541-04ff-4c52-af70-928c40bfd516,2011-12-30,38.6681677,-106.2577082,CO,"Mount Antero, northwest of Salida",,,avalanche,ice_climbing,serious,0,2,
1149,avalanche,da3c8827-0f83-489d-b625-4e3182c837e9,2011-12-23,37.887473,-107.8223958,CO,Bear Creek,,,avalanche,backcountry_skiing,serious,0,2,
1150,avalanche,138f9191-dbdd-408d-a2d3-9c501deff0bd,2011-12-17,37.83378,-107.74567,CO,V6,,,avalanche,backcountry_skiing,serious,0,2,Skier 1 saw the snow break into pieces. Skier 1 descended to the point where he saw Skier 2's tracks enter the avalanche. He did not see his partner.
1151,avalanche,f55a7585-c079-4432-85f0-5003a97ef077,2011-12-08,39.4728292,-106.1001713,CO,Peak 8,,,avalanche,backcountry_skiing,minor,0,1,
1152,avalanche,17a90b96-139d-464a-8771-e2fa342ef530,2011-11-26,37.8898596,-107.555226,CO,"Niagra Peak, northeast of Silverton",,,avalanche,ice_climbing,minor,0,5,
1153,avalanche,654c0cf2-3116-46eb-bceb-94146a887267,2011-11-15,37.9066448,-107.8226049,CO,Palmyra Peak,,,avalanche,backcountry_skiing,minor,0,1,
1154,avalanche,7cfd064c-306b-4263-bdfe-309d2945ca46,2011-11-13,40.56899,-111.65284,UT,"Gad Valley, Little Cottonwood Canyon",,,avalanche,backcountry_skiing,fatal,1,1,"Two men in their 30s left the closed Alta ski area with the intent to ride the well known terrain of Alta and Snowbird.  Neither ski areas are open yet and have yet to conduct any avalanche control within their boundaries.  We interviewed the victim's ski partner.  To say he was shaken up is an understatement. 
<br><br>
While neither had any rescue gear or formal avalanche training, they were both expert skiers and knew the terrain well.  They had not consulted the avalanche advisory that morning in which the danger was rated Considerable to High.  They continued to Snowbird via Baldy and accessed the Peruvian Cirque to gain the Gad Valley.  While ascending out of the Peruvian Cirque they remotely triggered a large avalanche that covered their tracks that they had just made.  It's unclear whether they realized they had triggered this large avalanche.  They gained the ridge and prepared to drop into Gad Valley.
<br><br>
With the partner watching, the victim dropped into the slope, immediately triggering the slide.  He was carried approximately 800 feet through steep rocky terrain and reportedly went over a small cliff band and came to a stop only partially buried.  The partner went down to help the victim and called for a rescue, alerting both the Snowbird Ski Patrol and Wasatch Backcountry Rescue, who subsequently accessed and evacuated the victim."
1155,avalanche,01313764-0bef-4d25-a66b-2a4cba0d52bf,2011-06-18,40.52308,-105.86984,CO,"Iron Mountain, Cameron Pass",,,avalanche,backcountry_skiing,minor,0,1,"While removing skins, I stood about 50ft higher than my other party members in the other chute. We were separated by a small rock band but could see and communicate with each other clearly. I finished preparing my gear before the others (AT setup), deployed my avalung tube and got ready to drop in. I cut a hard right turn followed by another hard left at about the steepest part of the slope (~40 degrees). I slowed almost to a complete stop to make my next turn to avoid a scree field 300ft below me. In the next instant I felt immense pressure surrounding my feet, and they were quickly taken out from under me. I quickly gained speed and was unable to move from this point on. In my panic I was unable to yell ""Slide!"" to alert my party. Due to the separation of the chutes by the rock band, my party was unaware I was in an avalanche for several seconds. Realizing my situation I immediately started to push against the snowpack in an effort to remain on top. In a panic to stay on top of the slide, I was unable to place the avalung tube in my mouth.   While I was fighting all three members confirm that they had eyes on me for several seconds, and then lost me beneath the snow pack. As I kept pushing and fighting, snow started to come above my head, and my party members lost sight. A second later, the whole snowpack ""jumped"", and I was able to push myself on top, where my party members again regained sight of me. As the slide continued to pick up speed I was dragged into the large boulder scree field I had tried to avoid earlier. I braced for impact using my skis as a shield, bouncing off 2 to 3 boulders before the slide finally slowed and came to a stop."
1156,avalanche,a034e262-caf6-4818-ab3c-c01af36fe054,2011-05-22,62.9888,-151.1613,AK,"Mount Frances, Denali National Park",,,avalanche,ice_climbing,fatal,2,0,
1157,avalanche,580000b1-398c-4830-8b40-6a8059a94d64,2011-05-21,39.64473,-105.81825,CO,Torreys Peak,,,avalanche,backcountry_skiing,fatal,1,0,"Snowboarder #1 (the first person descended)caught in a small soft slab avalanche and swept around 1000 vertical feet through some rocky terrain. 

The second and third members of the group (two skiers) descended the same route to reach the victim.  They arrived at the victim at approximately 1:25pm, and quickly realized they needed to go for help. They did not have cell phone coverage at the site of the accident, so Skier #2 traversed out and back to Kelso Ridge at 1:35 pm, and descended the north side of Torreys into Grizzly Gulch to make his way back to Bakerville where he was able to get cell phone reception. Skier #3 stayed at the site of the accident to attend to the victim. Skier #2 reached Bakerville and made the 911 call at 2:37 pm.
Skier #3 began moving the victim down slope at approximately 2:00 pm. They had descended approximately 400 vertical feet before the first search and rescue members reached them at between 5:30 and 5:40 pm."
1158,avalanche,5eb521a6-0006-482d-89c5-81f37a551d1d,2011-05-12,40.287,-105.662,CO,"Rocky Mountain National Park, near Embryo Lake",,,avalanche,backcountry_skiing,serious,0,2,"""Three of us were proceeding back to the Glacier Gorge parking area after reaching Sky Pond in Rocky Mountain National Park. We were following rocky ridgelines as much as possible to avoid the [potential avalanche] danger. We saw no signs for slides but with occasionally swift winds of 15-25 mph downslope all day, and some light snow, we knew it was advisable to be prudent. The previous week had seen consolidation of underlying layers, but there was evidence of some 4"" - 6"" of new snow in the Park as we drove in and as we moved above timberline. 
On the return we exercised caution, until we were at the final slope above the trees near Embryo Lake. I did not have my GPS with me this trip but we had been in the same area twice previously in the past month so we were familiar with the area. I pole probed the snow at the slope and saw no signs of slides in the zone, no sign of previous slide activity on this slope, and the run out was free of large boulders and trees. Everyone wanted to glissade the way down to the treeline and our trail back. I was the only three who has had avi training (Level 1 two years ago) and had my shovel and probe, but no beacon because I knew [the others in the party] had no avi gear and no training. Because I was still cautious, I asked them to let me go first and wait until they saw me clear before they began their descents. The going on my butt was slow at first, and I hardly needed my poles to brake my descent. But very shortly the convex slope turned concave and the angle increased. About the same time as I began to move a little faster the wind came from behind in ground blizzard force, and made the visibility hazy, as it was all white. I did have goggles one which helped me to notice that I was suddenly moving down at a pretty good clip, and then looked around to see many fracture lines and could see now what was happening. As I descended I swam backstroke style and then rolled towards the outer edge of the slide, attempting to exit it out the side before we bottomed out. But the concavity of the slope poured the snow toward a central location, like edges of a great tarp tipping inward and downward. I was on top swimming and felt focused and in the moment, but was yet surprised when I came to a halt at the bottom that the event was not over. In the last two seconds after my forward progress halted, the snow that had collected from behind me piled in and buried me except for my head and one arm. I was happy to be free of course, and began to dig out. I knew the [other two] were still above and could see them coming down around the perimeter of the wide fracture lines, as they did not want to risk another slide, since only a shallow 6"" or so slid. I managed to get my camera free and take some shots from the burial site up and in of the girls to the side, and that's how I know the time of the event. <br><br>
It was a soft landing and I'm happy the outcome was benign, but recalling the whole incident reinforces what I've always been taught, that the snow in a slide solidifies immediately upon coming to rest in a dense, concrete-like state that would not permit easy removal. I had my poles in the hand that was buried under 3' of snow and could have slid it free if necessary, but did not want to let go until my friends could dig me out because I thought I might not find them under the snow again. The [others] also dug out my legs and feet, which still had the snowshoes on."
1159,avalanche,a74afa5b-3b78-4a9a-b138-780696d71e1e,2011-04-28,63.1702249,-150.5971669,AK,Ruth Gorge,,,avalanche,ice_climbing,fatal,1,0,
1160,avalanche,742c90e2-eaa0-4078-b877-500e0b84c4fa,2011-04-27,39.192,-106.952,CO,"Headwall, Snowmass (closed for season)",,,avalanche,backcountry_skiing,serious,0,2,The avalanche caught the rider and carried them over 100 vertical feet. The rider was partly buried and self-rescued. The rider sustained minor injuries.
1161,avalanche,86cb1d0d-d94d-40f2-bb76-d18de7a702eb,2011-04-26,37.02093,-118.42155,CA,Split Mountain,,,avalanche,backcountry_skiing,fatal,2,2,
1162,avalanche,a7981b6c-7ddc-4dfa-8efc-a69beee39e3f,2011-04-18,60.97895,-149.4797,AK,"Bird Ridge, Chugach State Park",,,avalanche,backcountry_skiing,fatal,1,1,
1163,avalanche,35bcf299-6067-495f-b66d-a7674fca310d,2011-04-17,44.104812,-114.976814,ID,Bench Lake Thumb Line,,,avalanche,backcountry_skiing,serious,0,2,
1164,avalanche,59bd2ffb-7477-4934-8f86-16a12350bfaf,2011-04-16,43.724,-110.768,WY,"Garnet Canyon Meadows, Grand Teton National Park",,,avalanche,backcountry_skiing,fatal,2,2,
1165,avalanche,52f52640-cff5-4ab7-8db2-fe62f47600a0,2011-04-15,37.8973,-107.7039,CO,Red Mountain Pass Backcountry,,,avalanche,backcountry_skiing,serious,0,2,"Snowboarder jumped onto slope, made one turn, and immediately released some loose snow that triggered main slide. Snowboarder attempted to stop above slide, but was pulled down with the crown."
1166,avalanche,4485e252-6a57-454e-bd96-1b65286e9e0e,2011-04-04,39.181,-106.856,CO,"Highlands Ridge, Desolation Row, Aspen zone",,,avalanche,backcountry_skiing,fatal,1,1,"The avalanche path, Desolation Row, drops from the Highland Peak ridge line down into the Maroon Creek valley. The group entered this path just above treeline on a west facing rib that made up the skiers right side of the path. They spaced out and skied one at a time for several short pitches down this initial section. As the group reached treeline elevations, they made a traverse to the skiers left side of the bowl into northwest facing terrain. On this traverse, the group again moved one at a time. The fourth skier moved quickly across this traverse and near the end of it, triggered a slab avalanche from a shallow spot in the snowpack. The crown face of this avalanche was only 6-8 inches deep at the trigger point. It quickly propagated across the slope and became much deeper.  Skier number 5, towards the end of this traverse, got very close to the 4th skier in an effort to shoot some video with a camera he carried. He was caught in and killed by the avalanche that was triggered just in front of him. One contributing factor to this accident was the lack of distance between the 4th and 5th skiers during their traverse."
1167,avalanche,706cf1ad-b40c-4c72-8d94-ae033ae8dfa6,2011-04-02,39.0,-106.0,CO,"Green Mountain, west side of Independence Pass",,,avalanche,backcountry_skiing,serious,0,2,"According the the party involved ""The slide broke on my first ski cut at least 300 yards above me on a cross loaded slope above treeline (we were at treeline) and took me for a short, but very scary ride down it's skiers right flank and spit me out on a small bench a quarter of the way down the slide path as the rest of the mountain side went- all the way to the ground. I was only partially buried and was able to self rescue""

The avalanche did result in one broken ski and damaged a snowmobile parked on the road below the path. Damaged estimated at $1000.00."
1168,avalanche,32c90148-8cc2-47e7-955d-5bf8775b96c6,2011-04-01,39.6529474,-105.8715334,CO,"Devil's Tool, near Arapahoe Basin",,,avalanche,backcountry_skiing,serious,0,3,"Once above the top of the ""Tool"", the two discussed conditions and their plan to film the run. Skier1 descended into the left entrance of the gully stopping at a ""safe spot"". From here, the plan was to film Snowboarder2. While setting up, he dropped one of his gloves, which slid about half way down the steep gully. Snowboarder2 voiced his plan for the filming and mentioned that he would pick up the glove on the way down. Snowboarder2 dropped into the line making a handful of turns, picked up the glove and rode out to the skiers left side of the path to what he thought was a safe zone. 
Skier1 descended down, meeting up with Boarder2. Skier1 voiced that he wanted to get out of there and was concerned that things were ""heating up"". Snowboarder2 wanted him to continue filming and said that he wanted to be filmed going off a wind pillow on the skiers right side. Skier1 again voiced that he wanted to get out of there and put his camera away. Snowboarder2 continued with his plan, cutting across the slope (a planned slope cut) to the right side. As Snowboarder2 got close to the rock wall, Skier1 noticed how hard the snow surface was saying â€œHis snowboard made a cut into the slab.â€ Skier1 then noticed a fracture propagating across and behind Snowboarder2. Both the skier and snowboarder were caught on the slab and were just below the fracture line. 
Snowboarder2 tried to ride out of the slide to the right but quickly became entrained. 
Skier1 rode the slab the entire way, passing several trees. Skier1 thought he would be able to ski off of the slab but he caught a tree with his right ski and immediately knew he broke his leg. He came to a stop as the debris stopped moving and fell over on his left side. He called 911 almost immediately. He could not see Snowboarder2 but quickly established verbal contact with a rescue whistle. The skier knew he was close, but could not help as he felt immobilized with a broken leg."
1169,avalanche,5b72635a-54f2-4563-ac78-e9f0f175f806,2011-03-27,47.746452,-121.0884,WA,"Back country to the west of Stevens Pass, WA. Backside of Cowboy Mountain",,,avalanche,backcountry_skiing,fatal,1,1,Group of 4 snowboarders were descending the back side of Cowboy Mountain toward US 2 late Sunday PM. One of the group jumped off a rock and subsequently triggered a WL-AR slide (estimated as R2D2). The approximately 5-600 ft vertical slide carried the victim into a gulley and through trees where he received fatal injuries. The victim was found mostly buried and extricated within ~15 minutes by others of his party. Unfortunately the victim did not respond to CPR.
1170,avalanche,35d2e144-58ad-4345-b5c8-04adec6bfab6,2011-03-26,39.37282,-111.42248,UT,Horsehoe Mountain,,,avalanche,backcountry_skiing,fatal,1,4,"At that point C &amp; D were standing near the edge of the cornice which suddenly gave way. C fell with the VW Bus sized piece of cornice that broke off and triggered the large avalanche.  C was carried almost all the way down the avalanche path.  Viewing from above, D saw C get up and start moving around and for a moment the group thought they had dodged a bullet.  They soon realized that A &amp; B had also been caught and carried by the avalanche.  D instructed E, F &amp; G who were waiting in the snowcat to call 911 which they did as there is cell service at this location.  This call was placed around 11:45am &amp; EMS was mobilized."
1171,avalanche,ffe1fa4a-f8ce-4ddc-9e85-f8d915a308bd,2011-03-23,47.461308,-121.460978,WA,"Chair Peak, NW shoulder above Snow Lake, WA",,,avalanche,backcountry_skiing,minor,0,1,
1172,avalanche,6d4e1df9-cefa-4142-87a2-c93a55250077,2011-03-20,42.11941,-113.12771,ID,"Black Pine Peak, west side",,,avalanche,ice_climbing,near_miss,0,0,"In poor visibility, walked off the scoured east-west ridgetop to find some shelter from extreme south winds, approaching trees downslope. As snow got deeper, slight rib flattened out and turned into a rollover. Knowing this wasn't good, I stopped to peer through the fog, when the snow a couple feet below me cracked about 6"" deep with a slight Pop. As the sluff hit the rollover, the slope cracked ~50' to either side, leaving a crown approx. 2' deep. This ran downslope to the trees, about 30-40 yards, then disappeared over a steeper rollowver (that I hadn't before been able to see). No one was caught in it."
1173,avalanche,73aa3b65-1219-420f-9cfe-2239b39054f4,2011-03-19,61.7698,-149.3,AK,"Hatch Peak, Hatcher Pass",,,avalanche,backcountry_skiing,fatal,1,2,"Two experienced backcountry skiers approached the ""Sunnyside"" run, on the ESE face of Hatch Peak near 5:00pm on March 19th, 2011. There were apporximately 6 tracks on the slope from earlier that day. Skier 1 skied down first and staged midway down the slope in order to spot skier 2. After skier 2 made a few turns into the run he felt the slide initiate. By using swimming motions he was able to self-rescue off the moving debris onto the side. Once out of the debris, skier 2 realized he had injured his leg. He did not see skier 1 on, or near, the slide path or on the debris. His lower leg injury did not allow him to begin companion rescue. He initiated a rescue using an emergency locator beacon. Skier 1 was swept down the gully and buried 14 feet deep."
1174,avalanche,24b818e7-e8d5-4c3c-a800-e8b50ef71af8,2011-03-18,39.5695779,-106.1091488,CO,N. Ridge Peak 1,,,avalanche,backcountry_skiing,near_miss,0,0,"He quickly thought of his exit route, angling at a 45* angle to his right. He grabbed a hold of the first tree and held tight. The slab passed by him quickly and it was over. His partner then came down to join him via a similar route. They called ""911"" to report it, saying they were okay."
1175,avalanche,52951390-eb9d-4384-af95-aa1a9a606520,2011-03-10,44.2721,-71.283,NH,"Pinnacle Gully, Huntington Ravine, Mt. Washington NH",,,avalanche,ice_climbing,near_miss,0,0,"(following is a press release that has been amended to provide more info for this form)

A 31 year old NH man fell approximately 1150â€™ after triggering an avalanche in Mount Washingtonâ€™s Huntington Ravine on Thursday, March 10, 2011.  While solo ice climbing in the Ravineâ€™s Pinnacle Gully, the mountaineer began to climb down due to his concerns about unstable snow.  While descending, the slope fractured and avalanched, carrying him down the gully, through the approach area named â€œthe Fanâ€, to the Ravine floor.  Although receiving significant injuries he was deposited on top of the snow and was able to dial 911 and report his accident at roughly 10:45AM.  U.S. Forest Service Snow Rangers were notified and responded with the caretaker from the Harvard Mountaineering Club cabin.  Rangers traveled from Tuckerman Ravine on snowmobiles with rescue equipment and arrived on scene at 11:15AM.  The patientâ€™s injuries were stabilized, he was packaged into a rescue sled and transported behind a snowmobile to the Pinkham Notch Visitor Center where he was transferred to an ambulance and brought to Memorial Hospital in North Conway.
  
The avalanche danger for Pinnacle Gully on Thursday was rated at â€œConsiderableâ€ by the U.S Forest Service Snow Rangers at the Mount Washington Avalanche Center.  This rating was based on new snow being transported into Pinnacle Gully by south winds.  Between 7.3â€ (18 cm) and 8â€ (20 cm) of new was recorded from the storm before it changed over to rain on Friday.  It is unclear how much snow had fallen at the time of the avalanche, but field estimates were around 4â€ (10 cm).  Winds out of the south had been recorded on the summit of Mt. Washington in the 40 and 50 mph (65 and 80 kph) range since snow began falling around 2:00 am, Thursday morning.  The avalanche was triggered in new wind slab that was sitting on a rain crust.  The avalanche was classified as D2R3

Pinnacle Gully is a very popular three pitch snow and ice climb in Huntington Ravine.  It faces primarily east and slope angles vary from grade III water ice to snow slopes between 20 and 60 degrees.  Avalanche activity often occurs in the exit of the gully (start zone) or below the first pitch of ice on the approach.  We were unable to verify the exact location of the crown line of this avalanche due to unfavorable weather conditions.  The victim thought that he triggered approximately 3/4 of the way up the gully, which is about 400 linear feet of grade II-III ice climbing.

The victim described himself as being a competent ice climber who gets out 4-5x/week throughout the season. The climb was well within his technical ability, but we have no information at this time about his avalanche knowledge or training. His wife described him as a very cautious climber with regards to avalanches and was surprised by his involvement with an avalanche. The avalanche advisory for Huntington Ravine is conspicuously posted at the Harvard Mountaineering Club cabin each morning and was available at the time he would have passed by here."
1176,avalanche,1bfb6a63-afe9-42f3-94bf-bcced18b5e93,2011-03-08,44.365879,-73.90273,NY,"Whiteface Mt, New York",,,avalanche,backcountry_skiing,serious,0,2,
1177,avalanche,36b547c0-fbab-4cee-ace6-78b684add7d2,2011-03-08,37.856,-107.83,CO,"Waterfall Canyon, Ophir Valley",,,avalanche,backcountry_skiing,serious,0,4,"Rider 1 skied the slope with no problems and tucked into a spot behind some trees where he could watch Rider 2. Rider 2 began down the slope with his Avalung in his mouth. He did a ski cut just left of Rider 1's tracks and got no results, so continued to turn down the slope. A large sluff initiated on Rider 2's third turn. This turned into a soft slab, which propagated across the slope. 
Rider 2 saw refrigerator-sized chunks of snow breaking around him and tried to escape. He was tumbled and snow packed into his goggles, but he managed to get his board on his downhill side. The slide moved fast and Rider 2 could feel his board hitting trees on the way down the slope. He hit a tree with his chest, but was wearing body armor, which tempered the blow.<br><br> 
Rider 2 felt the slide slowing and was near the surface, but went over one last convexity before the slide stopped. At this point he was fully buried and unable to move. He remained calm while breathing through his Avalung, awaiting rescue from his partner. His goggles, ears and lips surrounding his Avalung were all packed with snow and all was black around him. He initially had trouble breathing due to tightly packed snow all round him, but this slowly improved with time.<br><br> 
Meanwhile, the avalanche had propagated to Rider 1's ""safety"" spot. He was caught in the avalanche, lost both skis and poles, and was partially buried."
1178,avalanche,a2306e72-bf72-4726-b510-2d3b96b0a6cb,2011-03-05,47.5587,-120.847,WA,Mount Cashmere,,,avalanche,backcountry_skiing,fatal,1,0,"Avalanche kills Leavenworth skier<br>
By Rachel Schleif<br>
Wenatche World staff writer<br>
Sunday, March 6, 2011<br>
<br><br>
LEAVENWORTH â€” A 28-year-old backcountry skier died in an avalanche on Mount Cashmere Saturday afternoon, March 5, 2011.
<br><br>
Z of Leavenworth was skiing with a group of people on the southwest face of Mount Cashmere above Trout Creek, when an avalanche swept him about 800 feet down a coulee and through a small group of trees, according to a press release from the Chelan County Sheriff's Office. No one else was injured.
<br><br>
People skiing with Z stayed at the scene in an attempt to save him, while others skied and rode snowmobiles out of the area to find cell phone reception. Dispatch records show they called 911 at about 4:16 p.m.
<br><br>
A Medstar helicopter and search and rescue team were dispatched immediately. By the time rescuers made it to an area north of Z's location, it was determined that he had died of his injuries.
<br><br>
Due to high avalanche danger and impending darkness Saturday night, mountain rescue personnel returned Sunday morning to recover his body."
1179,avalanche,846c9b62-7db0-41a4-9afb-a66c753ac9b4,2011-03-01,44.0,-71.0,NH,"Gulf of Slides, Mount Washington",,,avalanche,backcountry_skiing,minor,0,1,"Two skiers had already skied on line in the Gulf of Slides on this day.  On their second run, the first skier found soft slab as he came over a convexity in the slope in the start zone.  He skied toward his pre-established safe zone when the slope failed.  The slab propagated approx. 300' and he quickly found that his safe zone wasn't safe.  The avalanche swept him off his feet and carried him down the entire path.  He reported that he was buried at times but was able to swim to the surface as the debris stopped and he escaped uninjured.  It is estimated that the fracture line was about 300' long, 1 to 3' deep and ran appoximately 900' (D2R3).  The individual involved and his partner were each equipped with a beacon, probe and shovel and were conciously skiing one at a time."
1180,avalanche,724b1778-17cb-4e4f-aed7-a94c182ba0ac,2011-02-27,38.5520318,-106.2954254,CO,"Gunbarrel Cutbank, Monarch Pass",,,avalanche,backcountry_skiing,serious,0,2,"Gunbarrel Cutbank is a short, steep slope just south of Monarch Mountain Ski Area. 
<br>
Two avalanches occurred in the Gunbarrel Cutbank on February 27. The first ran around 1 PM, and was triggered by a snowmobiler.  Debris from the first avalanche covered a portion of the westbound lane. CDOT personnel stopped traffic while they removed the snow.
<br>
A skier triggered, was caught, and buried in the second avalanche. It was about 400 feet north of the first.  Witnesses in stopped cars watched the avalanche occur, and ran to alert CDOT. CDOT personnel and witnesses converged on the avalanche. They spotted about 6 inches of ski pole above the debris and began to dig. They quickly reached the skierâ€™s face two to three feet deep. He was already â€œblue in color.â€ Monarch Mountain Ski Patrol arrived a few minutes later, but the skier did not require first aid."
1181,avalanche,48d3b1ad-4870-4ff2-acf8-4f3cca6a6c69,2011-02-26,37.811106,-107.9061783,CO,"North Face San Bernardo Pk, Lizard Head Pass",,,avalanche,backcountry_skiing,near_miss,0,0,"Steep roll at top of alley, several hundred feet below ridge, convex roll, 2 ft crown, then stepped down another foot to ground.  Skier did one full roll then skied/swam to side of slide, was taken 20 meters while slide went 400' vertical and stopped on bench (rather then run all the way to Wilson Creek).  Crown was 70 feet across, slope had only one tree in it."
1182,avalanche,4d6face5-5863-4a41-a3c3-acebd0f117aa,2011-02-25,44.59022,-72.7862,VT,Smuggler's Notch--West side of Rt 108,,,avalanche,backcountry_skiing,minor,0,1,"Snowboarder was booting up the gully with his dog and planned on stopping when he reached a cliff that separates the upper and lower sections of the gully.  As he approached 5m from the mid-gully cliff an avalanche presumed to be naturally triggered came out of the top section.  Along with his dog he was swept 250m down the gully and deposited on the top of the debris.  He was badly injured but crawled a few meters up the debris to where his pack was partially buried (it had ripped off him) and called 911.  He was transported to the hospital where they found him to have a broken pelvis, three broken vertebrae, four broken ribs and a concussion."
1183,avalanche,c5bbb4ea-3ebd-4572-a035-e62975b4b123,2011-02-22,39.0,-106.0,CO,"East Snowmass Creek Valley, Sand's Chute",,,avalanche,backcountry_skiing,fatal,1,1,"Once in Sand's Chute, the group skied one at a time. Since they had observed blowing snow, they expected any avalanches to be small, shallow wind slabs. They did not expect avalanches to break into deeper snowpack layers. The first skier descended and pulled out into a safe zone. The second skier entered the path and triggered the  avalanche on approximately his third turn. He was caught, carried, and fully buried in the avalanche."
1184,avalanche,4bce89ad-5ae5-42a3-8b7d-2ddf82be863a,2011-02-20,39.999614,-107.0008543,CO,Sand Peak-Flat Tops,,,avalanche,snowmobiling,fatal,1,2,"Both riders were caught in the avalanche. Rider 2 was caught in the portion of the slide that came down from the east-facing portion of the bowl. There was not much debris on this side and when the debris stopped, Rider 2 was only partially buried. Rider 1 was  completely buried by the avalanche. Rider 2 grabbed his shovel and turned his avalanche beacon to receive. Rider 1 was not wearing an avalanche beacon so Rider 2 did not pickup a signal. Rider 2 started digging in the snow for Rider 1. After 45 minutes to an hour, he decided to go for help."
1185,avalanche,6bd14370-7c02-4c40-806d-ff6d8df6180f,2011-02-19,39.0,-106.0,CO,Express Creek (west of Markley Hut),,,avalanche,backcountry_skiing,serious,0,8,"Group was ascending left flank of a 45 degree slope making steep switchbacks from the edge of the trees to about 20 feet into the slope.  The lead skier was approximately a third of the way up the slope making the third switchback (toward the trees) when the slope released.  The second skier was at the second switchback approximately 5 feet from the trees.  The third skier was between the first and second switchback with the fourth skier at the first switchback.  The lead skier was swept approximately 50 feet down slope into skier three who was attempting to hold on to a small tree.  Those two travelled another 20-30 feet, proximate to skier four and all came to rest in the debris field partially buried.  Skier two was swept into trees approximately 20 feet below and pinned there and partially buried.  All skiers came to rest with heads above the snow."
1186,avalanche,9933292d-59a4-4466-bf00-e3fcc6bfe2c0,2011-02-14,45.80933,-110.93343,MT,"Truman Gulch, Bridger Range",,,avalanche,backcountry_skiing,fatal,1,1,"Descending one at a time, A1 went first.  He boarded over 1,300 feet, almost to the bottom of the slope.  He waited a few minutes for his dog to catch up when he saw an avalanche powder cloud come down the gully.  He put on his skins and went to the toe of the debris.  He did not get a signal, so he dialed 911 since he knew the rescue was not going to be simple.  He continued up the debris until he got a signal.  He hit B2â€™s boot with his probe and began digging.  Responding to the 911 call, which got routed to Gallatin County Search and Rescue (GCSAR), Bridger Ski Patrollers Pete Maleski arrived at the scene first, followed minutes later by Phil Scamma.  Excavating B2 was difficult because the hard slab debris was dense.  Nine minutes later they had B2 extricated, but he was deceased.  B2 was in a face down, head downhill position with his foot 1-2 feet from the surface and his head 5+ feet deep.  A1 noted that B2â€™s binding looked like he intentionally released it before getting fully immersed in the avalanche. 

The terrain in Truman Gulch is complex and the snowpack is highly variable.  Steep ridges and gullies lead into trees and over cliffs.  The terrain demands constant attention to navigate safely and even small avalanches can result in serious injury or death.  Sixty mph winds cross loading this terrain created hard slabs on the edges of gullies which further complicated snowpack analysis.  The avalanche broke above their highest point (did it break there or propagate to there?) and wiped out their two snowpits and area where they geared up to descend. 

I interviewed A1 in person the day of the accident.  The next day Mark Staples, Eric Knoff and I (GNFAC), Karl Birkeland (National Avalanche Center), Randy Elliott (General Manager, Bridger Bowl) and Pete Maleski (Snow Safety Director, Bridger Bowl) went to the crown.  Staples, Knoff and I continued to the bottom."
1187,avalanche,7ab02928-26d9-4e00-ab93-24f2cd520339,2011-02-06,45.92309,-110.9849,MT,"South Side of Hollywood Headwall, Frazier Basin, Northern Bridger Mountains.",,,avalanche,backcountry_skiing,near_miss,0,0,"Skied out of the entry chute. When the chute opened up wider the snow broke. The roughly 2 feet of fresh snow was on top of a firm slick layer. The new snow released and slide down on top of the hard layer. Below the chute to the left was a ridge line that we planned on skiing skiers left to in case something slide. I faced skiers left in the slide, keeping my head up hill, one arm under the other's arm pit and the other over my head for air pockets. I kept trying to dig my edge into the firm layr below and make it as far to the skiers left as possible. I was able to make it far enough to the outskirts of the slide. I was buried up to my waist, but the snow was light and I was able to kick out. We figured the slide took me about 1000 feet."
1188,avalanche,03379f69-565e-46ae-8e06-7f1433f45bca,2011-02-04,32.74795,-97.093373,TX,"Cowboy Stadium, Dallas TX",,,avalanche,backcountry_skiing,near_miss,0,0,
1189,avalanche,fa215249-39e0-4814-b193-412943baa7e8,2011-02-01,47.3955,-121.396,WA,"Red Mountain,  Snoqualmie Pass  Washington",,,avalanche,backcountry_skiing,fatal,1,1,The victim was reported by friends and family to have gone on a solo ski tour to Red Mountain on Tuesday February 1st.  It is presumed that the victim triggered the cornice fall while walking/standing on the summit.  The victim and cornice fell about 600' to the slope below.  A small loose avalanche (R1D2) was triggered from the cornice fall.  This slide ran about 400 vertical feet.  The victim was found buried under 30cm of snow about 100' up from the debris toe.
